ano,etnia,genero,subarea,quantidade_subarea,total_paper
2007,Jewish,M,"Data Engineering",273,2143
2007,Jewish,N/A,"Data Engineering",3,35
2007,Muslim,F,"Data Engineering",28,156
2007,Muslim,M,"Data Engineering",167,869
2007,Muslim,N/A,"Data Engineering",20,41
2007,WestEuropean,F,"Data Engineering",153,738
2007,WestEuropean,M,"Data Engineering",707,3895
2007,WestEuropean,N/A,"Data Engineering",20,89
2008,Africans,F,"Data Engineering",16,84
2008,Africans,M,"Data Engineering",96,399
2008,Africans,N/A,"Data Engineering",6,28
2008,British,F,"Data Engineering",90,573
2008,British,M,"Data Engineering",421,3031
2008,British,N/A,"Data Engineering",18,102
2008,EastEuropean,F,"Data Engineering",44,194
2008,EastEuropean,M,"Data Engineering",172,977
2008,EastEuropean,N/A,"Data Engineering",7,18
2008,GreaterEastAsian,F,"Data Engineering",338,1445
2008,GreaterEastAsian,M,"Data Engineering",727,3122
2008,GreaterEastAsian,N/A,"Data Engineering",199,918
2008,IndianSubContinent,F,"Data Engineering",74,358
2008,IndianSubContinent,M,"Data Engineering",446,1956
2008,IndianSubContinent,N/A,"Data Engineering",50,214
2008,Jewish,F,"Data Engineering",64,371
2008,Jewish,M,"Data Engineering",310,2128
2008,Jewish,N/A,"Data Engineering",4,40
2008,Muslim,F,"Data Engineering",53,197
2008,Muslim,M,"Data Engineering",210,863
2008,Muslim,N/A,"Data Engineering",17,41
2008,WestEuropean,F,"Data Engineering",174,731
2008,WestEuropean,M,"Data Engineering",740,3765
2008,WestEuropean,N/A,"Data Engineering",21,78
2009,Africans,F,"Data Engineering",21,89
2009,Africans,M,"Data Engineering",102,392
2009,Africans,N/A,"Data Engineering",6,24
2009,British,F,"Data Engineering",62,554
2009,British,M,"Data Engineering",362,3011
2009,British,N/A,"Data Engineering",19,92
2009,EastEuropean,F,"Data Engineering",27,213
2009,EastEuropean,M,"Data Engineering",142,969
2009,EastEuropean,N/A,"Data Engineering",3,15
2009,GreaterEastAsian,F,"Data Engineering",495,1707
2009,GreaterEastAsian,M,"Data Engineering",929,3733
2009,GreaterEastAsian,N/A,"Data Engineering",290,1211
2009,IndianSubContinent,F,"Data Engineering",83,355
2009,IndianSubContinent,M,"Data Engineering",386,1919
2009,IndianSubContinent,N/A,"Data Engineering",32,202
2009,Jewish,F,"Data Engineering",61,376
2009,Jewish,M,"Data Engineering",264,2039
2009,Jewish,N/A,"Data Engineering",6,34
2009,Muslim,F,"Data Engineering",44,194
2009,Muslim,M,"Data Engineering",154,814
2009,Muslim,N/A,"Data Engineering",9,40
2009,WestEuropean,F,"Data Engineering",119,741
2009,WestEuropean,M,"Data Engineering",634,3888
2009,WestEuropean,N/A,"Data Engineering",15,78
2010,Africans,F,"Data Engineering",19,91
2010,Africans,M,"Data Engineering",78,388
2010,Africans,N/A,"Data Engineering",4,28
2010,British,F,"Data Engineering",89,630
2010,British,M,"Data Engineering",405,3043
2010,British,N/A,"Data Engineering",14,110
2010,EastEuropean,F,"Data Engineering",44,236
2010,EastEuropean,M,"Data Engineering",205,1110
2010,EastEuropean,N/A,"Data Engineering",5,12
2010,GreaterEastAsian,F,"Data Engineering",481,1794
2010,GreaterEastAsian,M,"Data Engineering",899,3642
2010,GreaterEastAsian,N/A,"Data Engineering",234,1030
2010,IndianSubContinent,F,"Data Engineering",54,346
2010,IndianSubContinent,M,"Data Engineering",400,1973
2010,IndianSubContinent,N/A,"Data Engineering",41,189
2010,Jewish,F,"Data Engineering",62,403
2010,Jewish,M,"Data Engineering",344,2144
2010,Jewish,N/A,"Data Engineering",2,36
2010,Muslim,F,"Data Engineering",54,243
2010,Muslim,M,"Data Engineering",186,899
2010,Muslim,N/A,"Data Engineering",8,40
2010,WestEuropean,F,"Data Engineering",131,800
2010,WestEuropean,M,"Data Engineering",723,3991
2010,WestEuropean,N/A,"Data Engineering",14,77
2011,Africans,F,"Data Engineering",22,110
2011,Africans,M,"Data Engineering",85,438
2011,Africans,N/A,"Data Engineering",9,35
2011,British,F,"Data Engineering",83,767
2011,British,M,"Data Engineering",408,3688
2011,British,N/A,"Data Engineering",16,110
2011,EastEuropean,F,"Data Engineering",53,248
2011,EastEuropean,M,"Data Engineering",192,1190
2011,EastEuropean,N/A,"Data Engineering",5,13
2011,GreaterEastAsian,F,"Data Engineering",472,2113
2011,GreaterEastAsian,M,"Data Engineering",883,4418
2011,GreaterEastAsian,N/A,"Data Engineering",251,1351
2011,IndianSubContinent,F,"Data Engineering",80,475
2011,IndianSubContinent,M,"Data Engineering",371,2231
2011,IndianSubContinent,N/A,"Data Engineering",48,241
2011,Jewish,F,"Data Engineering",73,473
2011,Jewish,M,"Data Engineering",288,2360
2011,Jewish,N/A,"Data Engineering",2,32
2011,Muslim,F,"Data Engineering",47,240
2011,Muslim,M,"Data Engineering",185,1063
2011,Muslim,N/A,"Data Engineering",7,33
2011,WestEuropean,F,"Data Engineering",173,985
2011,WestEuropean,M,"Data Engineering",893,4595
2011,WestEuropean,N/A,"Data Engineering",21,97
2012,Africans,F,"Data Engineering",31,124
2012,Africans,M,"Data Engineering",89,487
2012,Africans,N/A,"Data Engineering",16,46
2012,British,F,"Data Engineering",76,698
2012,British,M,"Data Engineering",434,3421
2012,British,N/A,"Data Engineering",20,95
2012,EastEuropean,F,"Data Engineering",53,246
2012,EastEuropean,M,"Data Engineering",199,1169
2012,EastEuropean,N/A,"Data Engineering",2,7
2012,GreaterEastAsian,F,"Data Engineering",513,2212
2012,GreaterEastAsian,M,"Data Engineering",1029,4502
2012,GreaterEastAsian,N/A,"Data Engineering",318,1338
2012,IndianSubContinent,F,"Data Engineering",75,411
2012,IndianSubContinent,M,"Data Engineering",401,2094
2012,IndianSubContinent,N/A,"Data Engineering",37,203
2012,Jewish,F,"Data Engineering",61,441
2012,Jewish,M,"Data Engineering",295,2202
2012,Jewish,N/A,"Data Engineering",5,37
2012,Muslim,F,"Data Engineering",53,259
2012,Muslim,M,"Data Engineering",222,1056
2012,Muslim,N/A,"Data Engineering",10,43
2012,WestEuropean,F,"Data Engineering",166,1015
2012,WestEuropean,M,"Data Engineering",841,4649
2012,WestEuropean,N/A,"Data Engineering",25,102
2013,Africans,F,"Data Engineering",25,130
2013,Africans,M,"Data Engineering",89,534
2013,Africans,N/A,"Data Engineering",5,39
2013,British,F,"Data Engineering",77,873
2013,British,M,"Data Engineering",485,4224
2013,British,N/A,"Data Engineering",15,97
2013,EastEuropean,F,"Data Engineering",53,320
2013,EastEuropean,M,"Data Engineering",230,1455
2013,EastEuropean,N/A,"Data Engineering",3,15
2013,GreaterEastAsian,F,"Data Engineering",540,2929
2013,GreaterEastAsian,M,"Data Engineering",992,5718
2013,GreaterEastAsian,N/A,"Data Engineering",322,1707
2013,IndianSubContinent,F,"Data Engineering",83,563
2013,IndianSubContinent,M,"Data Engineering",402,2509
2013,IndianSubContinent,N/A,"Data Engineering",46,231
2013,Jewish,F,"Data Engineering",68,541
2013,Jewish,M,"Data Engineering",375,2787
2013,Jewish,N/A,"Data Engineering",4,36
2013,Muslim,F,"Data Engineering",69,334
2013,Muslim,M,"Data Engineering",232,1351
2013,Muslim,N/A,"Data Engineering",11,74
2013,WestEuropean,F,"Data Engineering",149,1226
2013,WestEuropean,M,"Data Engineering",806,5626
2013,WestEuropean,N/A,"Data Engineering",21,104
2014,Africans,F,"Data Engineering",22,128
2014,Africans,M,"Data Engineering",104,538
2014,Africans,N/A,"Data Engineering",12,48
2014,British,F,"Data Engineering",75,854
2014,British,M,"Data Engineering",461,3863
2014,British,N/A,"Data Engineering",11,100
2014,EastEuropean,F,"Data Engineering",43,308
2014,EastEuropean,M,"Data Engineering",205,1312
2014,EastEuropean,N/A,"Data Engineering",3,12
2014,GreaterEastAsian,F,"Data Engineering",592,2837
2014,GreaterEastAsian,M,"Data Engineering",1053,5533
2014,GreaterEastAsian,N/A,"Data Engineering",303,1650
2014,IndianSubContinent,F,"Data Engineering",80,510
2014,IndianSubContinent,M,"Data Engineering",396,2508
2014,IndianSubContinent,N/A,"Data Engineering",47,228
2014,Jewish,F,"Data Engineering",72,513
2014,Jewish,M,"Data Engineering",315,2468
2014,Jewish,N/A,"Data Engineering",1,27
2014,Muslim,F,"Data Engineering",70,335
2014,Muslim,M,"Data Engineering",230,1310
2014,Muslim,N/A,"Data Engineering",19,54
2014,WestEuropean,F,"Data Engineering",162,1075
2014,WestEuropean,M,"Data Engineering",827,5150
2014,WestEuropean,N/A,"Data Engineering",20,83
2015,Africans,F,"Data Engineering",36,171
2015,Africans,M,"Data Engineering",113,649
2015,Africans,N/A,"Data Engineering",9,58
2015,British,F,"Data Engineering",61,879
2015,British,M,"Data Engineering",401,4412
2015,British,N/A,"Data Engineering",9,96
2015,EastEuropean,F,"Data Engineering",50,359
2015,EastEuropean,M,"Data Engineering",205,1723
2015,EastEuropean,N/A,"Data Engineering",1,10
2015,GreaterEastAsian,F,"Data Engineering",568,3397
2015,GreaterEastAsian,M,"Data Engineering",1066,7079
2015,GreaterEastAsian,N/A,"Data Engineering",271,1957
2015,IndianSubContinent,F,"Data Engineering",72,545
2015,IndianSubContinent,M,"Data Engineering",331,2735
2015,IndianSubContinent,N/A,"Data Engineering",35,255
2015,Jewish,F,"Data Engineering",63,576
2015,Jewish,M,"Data Engineering",331,2912
2015,Jewish,N/A,"Data Engineering",5,32
2015,Muslim,F,"Data Engineering",80,366
2015,Muslim,M,"Data Engineering",244,1526
2015,Muslim,N/A,"Data Engineering",13,52
2015,WestEuropean,F,"Data Engineering",154,1393
2015,WestEuropean,M,"Data Engineering",818,6368
2015,WestEuropean,N/A,"Data Engineering",20,113
2016,Africans,F,"Data Engineering",22,164
2016,Africans,M,"Data Engineering",105,606
2016,Africans,N/A,"Data Engineering",9,53
2016,British,F,"Data Engineering",57,939
2016,British,M,"Data Engineering",369,4016
2016,British,N/A,"Data Engineering",18,112
2016,EastEuropean,F,"Data Engineering",59,374
2016,EastEuropean,M,"Data Engineering",204,1437
2016,EastEuropean,N/A,"Data Engineering",3,18
2016,GreaterEastAsian,F,"Data Engineering",670,3485
2016,GreaterEastAsian,M,"Data Engineering",1222,6957
2016,GreaterEastAsian,N/A,"Data Engineering",327,1896
2016,IndianSubContinent,F,"Data Engineering",86,600
2016,IndianSubContinent,M,"Data Engineering",397,2599
2016,IndianSubContinent,N/A,"Data Engineering",34,258
2016,Jewish,F,"Data Engineering",52,545
2016,Jewish,M,"Data Engineering",280,2554
2016,Jewish,N/A,"Data Engineering",3,41
2016,Muslim,F,"Data Engineering",55,380
2016,Muslim,M,"Data Engineering",255,1448
2016,Muslim,N/A,"Data Engineering",11,44
2016,WestEuropean,F,"Data Engineering",164,1226
2016,WestEuropean,M,"Data Engineering",810,5504
2016,WestEuropean,N/A,"Data Engineering",16,107
2000,Africans,F,"Software Engineering",2,23
2000,Africans,M,"Software Engineering",25,168
2000,Africans,N/A,"Software Engineering",0,6
2000,British,F,"Software Engineering",58,323
2000,British,M,"Software Engineering",223,1605
2000,British,N/A,"Software Engineering",15,77
2000,EastEuropean,F,"Software Engineering",8,72
2000,EastEuropean,M,"Software Engineering",38,389
2000,EastEuropean,N/A,"Software Engineering",1,6
2000,GreaterEastAsian,F,"Software Engineering",11,287
2000,GreaterEastAsian,M,"Software Engineering",42,876
2000,GreaterEastAsian,N/A,"Software Engineering",7,294
2000,IndianSubContinent,F,"Software Engineering",11,110
2000,IndianSubContinent,M,"Software Engineering",28,762
2000,IndianSubContinent,N/A,"Software Engineering",6,117
2000,Jewish,F,"Software Engineering",11,204
2000,Jewish,M,"Software Engineering",98,1089
2000,Jewish,N/A,"Software Engineering",5,13
2000,Muslim,F,"Software Engineering",8,41
2000,Muslim,M,"Software Engineering",28,284
2000,Muslim,N/A,"Software Engineering",1,20
2000,WestEuropean,F,"Software Engineering",48,326
2000,WestEuropean,M,"Software Engineering",218,1699
2000,WestEuropean,N/A,"Software Engineering",6,34
2001,Africans,F,"Software Engineering",1,19
2001,Africans,M,"Software Engineering",23,210
2001,Africans,N/A,"Software Engineering",0,14
2001,British,F,"Software Engineering",58,380
2001,British,M,"Software Engineering",281,1679
2001,British,N/A,"Software Engineering",12,78
2001,EastEuropean,F,"Software Engineering",15,91
2001,EastEuropean,M,"Software Engineering",59,472
2001,EastEuropean,N/A,"Software Engineering",2,5
2001,GreaterEastAsian,F,"Software Engineering",25,371
2001,GreaterEastAsian,M,"Software Engineering",80,1149
2001,GreaterEastAsian,N/A,"Software Engineering",16,431
2001,IndianSubContinent,F,"Software Engineering",13,148
2001,IndianSubContinent,M,"Software Engineering",42,847
2001,IndianSubContinent,N/A,"Software Engineering",4,107
2001,Jewish,F,"Software Engineering",12,206
2001,Jewish,M,"Software Engineering",143,1241
2001,Jewish,N/A,"Software Engineering",2,12
2001,Muslim,F,"Software Engineering",12,65
2001,Muslim,M,"Software Engineering",32,343
2001,Muslim,N/A,"Software Engineering",0,18
2001,WestEuropean,F,"Software Engineering",55,382
2001,WestEuropean,M,"Software Engineering",278,1926
2001,WestEuropean,N/A,"Software Engineering",13,48
2002,Africans,F,"Software Engineering",0,28
2002,Africans,M,"Software Engineering",18,190
2002,Africans,N/A,"Software Engineering",3,10
2002,British,F,"Software Engineering",41,341
2002,British,M,"Software Engineering",221,1748
2002,British,N/A,"Software Engineering",12,90
2002,EastEuropean,F,"Software Engineering",13,95
2002,EastEuropean,M,"Software Engineering",55,519
2002,EastEuropean,N/A,"Software Engineering",2,10
2002,GreaterEastAsian,F,"Software Engineering",28,409
2002,GreaterEastAsian,M,"Software Engineering",120,1128
2002,GreaterEastAsian,N/A,"Software Engineering",22,360
2002,IndianSubContinent,F,"Software Engineering",11,164
2002,IndianSubContinent,M,"Software Engineering",47,946
2002,IndianSubContinent,N/A,"Software Engineering",2,123
2002,Jewish,F,"Software Engineering",18,239
2002,Jewish,M,"Software Engineering",123,1239
2002,Jewish,N/A,"Software Engineering",2,23
2002,Muslim,F,"Software Engineering",4,65
2002,Muslim,M,"Software Engineering",56,373
2002,Muslim,N/A,"Software Engineering",2,15
2002,WestEuropean,F,"Software Engineering",64,385
2002,WestEuropean,M,"Software Engineering",286,1949
2002,WestEuropean,N/A,"Software Engineering",10,38
2003,Africans,F,"Software Engineering",5,47
2003,Africans,M,"Software Engineering",21,222
2003,Africans,N/A,"Software Engineering",0,6
2003,British,F,"Software Engineering",54,389
2003,British,M,"Software Engineering",291,2015
2003,British,N/A,"Software Engineering",11,85
2003,EastEuropean,F,"Software Engineering",11,136
2003,EastEuropean,M,"Software Engineering",67,612
2003,EastEuropean,N/A,"Software Engineering",1,10
2003,GreaterEastAsian,F,"Software Engineering",31,625
2003,GreaterEastAsian,M,"Software Engineering",97,1644
2003,GreaterEastAsian,N/A,"Software Engineering",14,529
2003,IndianSubContinent,F,"Software Engineering",18,205
2003,IndianSubContinent,M,"Software Engineering",64,1188
2003,IndianSubContinent,N/A,"Software Engineering",8,153
2003,Jewish,F,"Software Engineering",31,252
2003,Jewish,M,"Software Engineering",135,1400
2003,Jewish,N/A,"Software Engineering",2,18
2003,Muslim,F,"Software Engineering",14,95
2003,Muslim,M,"Software Engineering",47,429
2003,Muslim,N/A,"Software Engineering",4,26
2003,WestEuropean,F,"Software Engineering",65,462
2003,WestEuropean,M,"Software Engineering",296,2262
2003,WestEuropean,N/A,"Software Engineering",4,46
2004,Africans,F,"Software Engineering",5,46
2004,Africans,M,"Software Engineering",31,267
2004,Africans,N/A,"Software Engineering",0,14
2004,British,F,"Software Engineering",55,449
2004,British,M,"Software Engineering",242,2229
2004,British,N/A,"Software Engineering",5,77
2004,EastEuropean,F,"Software Engineering",10,126
2004,EastEuropean,M,"Software Engineering",68,677
2004,EastEuropean,N/A,"Software Engineering",1,6
2004,GreaterEastAsian,F,"Software Engineering",56,856
2004,GreaterEastAsian,M,"Software Engineering",119,1880
2004,GreaterEastAsian,N/A,"Software Engineering",31,637
2004,IndianSubContinent,F,"Software Engineering",16,208
2004,IndianSubContinent,M,"Software Engineering",83,1387
2004,IndianSubContinent,N/A,"Software Engineering",4,156
2004,Jewish,F,"Software Engineering",12,263
2004,Jewish,M,"Software Engineering",118,1539
2004,Jewish,N/A,"Software Engineering",0,14
2004,Muslim,F,"Software Engineering",16,114
2004,Muslim,M,"Software Engineering",50,499
2004,Muslim,N/A,"Software Engineering",1,27
2004,WestEuropean,F,"Software Engineering",65,463
2004,WestEuropean,M,"Software Engineering",319,2495
2004,WestEuropean,N/A,"Software Engineering",6,52
2005,Africans,F,"Software Engineering",3,62
2005,Africans,M,"Software Engineering",38,329
2005,Africans,N/A,"Software Engineering",3,19
2005,British,F,"Software Engineering",92,561
2005,British,M,"Software Engineering",338,2796
2005,British,N/A,"Software Engineering",14,109
2005,EastEuropean,F,"Software Engineering",17,176
2005,EastEuropean,M,"Software Engineering",103,889
2005,EastEuropean,N/A,"Software Engineering",0,4
2005,GreaterEastAsian,F,"Software Engineering",63,1127
2005,GreaterEastAsian,M,"Software Engineering",160,2763
2005,GreaterEastAsian,N/A,"Software Engineering",23,824
2005,IndianSubContinent,F,"Software Engineering",20,268
2005,IndianSubContinent,M,"Software Engineering",78,1535
2005,IndianSubContinent,N/A,"Software Engineering",3,190
2005,Jewish,F,"Software Engineering",21,321
2005,Jewish,M,"Software Engineering",170,1872
2005,Jewish,N/A,"Software Engineering",4,33
2005,Muslim,F,"Software Engineering",16,139
2005,Muslim,M,"Software Engineering",75,639
2005,Muslim,N/A,"Software Engineering",2,35
2005,WestEuropean,F,"Software Engineering",79,612
2005,WestEuropean,M,"Software Engineering",376,3156
2005,WestEuropean,N/A,"Software Engineering",4,65
2006,Africans,F,"Software Engineering",3,79
2006,Africans,M,"Software Engineering",33,351
2006,Africans,N/A,"Software Engineering",1,21
2006,British,F,"Software Engineering",68,567
2006,British,M,"Software Engineering",293,2760
2006,British,N/A,"Software Engineering",20,118
2006,EastEuropean,F,"Software Engineering",8,160
2006,EastEuropean,M,"Software Engineering",74,848
2006,EastEuropean,N/A,"Software Engineering",2,12
2006,GreaterEastAsian,F,"Software Engineering",87,1152
2006,GreaterEastAsian,M,"Software Engineering",279,2604
2006,GreaterEastAsian,N/A,"Software Engineering",56,858
2006,IndianSubContinent,F,"Software Engineering",22,283
2006,IndianSubContinent,M,"Software Engineering",78,1556
2006,IndianSubContinent,N/A,"Software Engineering",10,199
2006,Jewish,F,"Software Engineering",21,374
2006,Jewish,M,"Software Engineering",189,1917
2006,Jewish,N/A,"Software Engineering",9,35
2006,Muslim,F,"Software Engineering",28,164
2006,Muslim,M,"Software Engineering",61,686
2006,Muslim,N/A,"Software Engineering",2,35
2006,WestEuropean,F,"Software Engineering",94,641
2006,WestEuropean,M,"Software Engineering",418,3043
2006,WestEuropean,N/A,"Software Engineering",12,74
2007,Africans,F,"Software Engineering",4,93
2007,Africans,M,"Software Engineering",46,419
2007,Africans,N/A,"Software Engineering",3,26
2007,British,F,"Software Engineering",64,534
2007,British,M,"Software Engineering",384,3107
2007,British,N/A,"Software Engineering",10,119
2007,EastEuropean,F,"Software Engineering",15,202
2007,EastEuropean,M,"Software Engineering",67,880
2007,EastEuropean,N/A,"Software Engineering",0,18
2007,GreaterEastAsian,F,"Software Engineering",71,1429
2007,GreaterEastAsian,M,"Software Engineering",170,3117
2007,GreaterEastAsian,N/A,"Software Engineering",46,1013
2007,IndianSubContinent,F,"Software Engineering",18,301
2007,IndianSubContinent,M,"Software Engineering",107,1858
2007,IndianSubContinent,N/A,"Software Engineering",16,252
2007,Jewish,F,"Software Engineering",35,366
2007,Jewish,M,"Software Engineering",201,2143
2007,Jewish,N/A,"Software Engineering",7,35
2007,Muslim,F,"Software Engineering",25,156
2007,Muslim,M,"Software Engineering",99,869
2007,Muslim,N/A,"Software Engineering",3,41
2007,WestEuropean,F,"Software Engineering",107,738
2007,WestEuropean,M,"Software Engineering",456,3895
2007,WestEuropean,N/A,"Software Engineering",9,89
2008,Africans,F,"Software Engineering",10,84
2008,Africans,M,"Software Engineering",42,399
2008,Africans,N/A,"Software Engineering",4,28
2008,British,F,"Software Engineering",76,573
2008,British,M,"Software Engineering",381,3031
2008,British,N/A,"Software Engineering",8,102
2008,EastEuropean,F,"Software Engineering",21,194
2008,EastEuropean,M,"Software Engineering",91,977
2008,EastEuropean,N/A,"Software Engineering",2,18
2008,GreaterEastAsian,F,"Software Engineering",84,1445
2008,GreaterEastAsian,M,"Software Engineering",207,3122
2008,GreaterEastAsian,N/A,"Software Engineering",33,918
2008,IndianSubContinent,F,"Software Engineering",25,358
2008,IndianSubContinent,M,"Software Engineering",111,1956
2008,IndianSubContinent,N/A,"Software Engineering",5,214
2008,Jewish,F,"Software Engineering",31,371
2008,Jewish,M,"Software Engineering",227,2128
2008,Jewish,N/A,"Software Engineering",6,40
2008,Muslim,F,"Software Engineering",26,197
2008,Muslim,M,"Software Engineering",97,863
2008,Muslim,N/A,"Software Engineering",1,41
2008,WestEuropean,F,"Software Engineering",131,731
2008,WestEuropean,M,"Software Engineering",608,3765
2008,WestEuropean,N/A,"Software Engineering",10,78
2009,Africans,F,"Software Engineering",11,89
2009,Africans,M,"Software Engineering",44,392
2009,Africans,N/A,"Software Engineering",6,24
2009,British,F,"Software Engineering",105,554
2009,British,M,"Software Engineering",413,3011
2009,British,N/A,"Software Engineering",10,92
2009,EastEuropean,F,"Software Engineering",20,213
2009,EastEuropean,M,"Software Engineering",140,969
2009,EastEuropean,N/A,"Software Engineering",3,15
2009,GreaterEastAsian,F,"Software Engineering",87,1707
2009,GreaterEastAsian,M,"Software Engineering",238,3733
2009,GreaterEastAsian,N/A,"Software Engineering",45,1211
2009,IndianSubContinent,F,"Software Engineering",33,355
2009,IndianSubContinent,M,"Software Engineering",131,1919
2009,IndianSubContinent,N/A,"Software Engineering",9,202
2009,Jewish,F,"Software Engineering",45,376
2009,Jewish,M,"Software Engineering",256,2039
2009,Jewish,N/A,"Software Engineering",3,34
2009,Muslim,F,"Software Engineering",36,194
2009,Muslim,M,"Software Engineering",121,814
2009,Muslim,N/A,"Software Engineering",3,40
2009,WestEuropean,F,"Software Engineering",130,741
2009,WestEuropean,M,"Software Engineering",655,3888
2009,WestEuropean,N/A,"Software Engineering",11,78
2010,Africans,F,"Software Engineering",14,91
2010,Africans,M,"Software Engineering",52,388
2010,Africans,N/A,"Software Engineering",6,28
2010,British,F,"Software Engineering",81,630
2010,British,M,"Software Engineering",356,3043
2010,British,N/A,"Software Engineering",10,110
2010,EastEuropean,F,"Software Engineering",31,236
2010,EastEuropean,M,"Software Engineering",121,1110
2010,EastEuropean,N/A,"Software Engineering",0,12
2010,GreaterEastAsian,F,"Software Engineering",107,1794
2010,GreaterEastAsian,M,"Software Engineering",207,3642
2010,GreaterEastAsian,N/A,"Software Engineering",27,1030
2010,IndianSubContinent,F,"Software Engineering",33,346
2010,IndianSubContinent,M,"Software Engineering",112,1973
2010,IndianSubContinent,N/A,"Software Engineering",16,189
2010,Jewish,F,"Software Engineering",39,403
2010,Jewish,M,"Software Engineering",211,2144
2010,Jewish,N/A,"Software Engineering",6,36
2010,Muslim,F,"Software Engineering",50,243
2010,Muslim,M,"Software Engineering",117,899
2010,Muslim,N/A,"Software Engineering",1,40
2010,WestEuropean,F,"Software Engineering",137,800
2010,WestEuropean,M,"Software Engineering",715,3991
2010,WestEuropean,N/A,"Software Engineering",15,77
2011,Africans,F,"Software Engineering",12,110
2011,Africans,M,"Software Engineering",53,438
2011,Africans,N/A,"Software Engineering",5,35
2011,British,F,"Software Engineering",116,767
2011,British,M,"Software Engineering",450,3688
2011,British,N/A,"Software Engineering",5,110
2011,EastEuropean,F,"Software Engineering",31,248
2011,EastEuropean,M,"Software Engineering",152,1190
2011,EastEuropean,N/A,"Software Engineering",0,13
2011,GreaterEastAsian,F,"Software Engineering",127,2113
2011,GreaterEastAsian,M,"Software Engineering",283,4418
2011,GreaterEastAsian,N/A,"Software Engineering",66,1351
2011,IndianSubContinent,F,"Software Engineering",55,475
2011,IndianSubContinent,M,"Software Engineering",164,2231
2011,IndianSubContinent,N/A,"Software Engineering",13,241
2011,Jewish,F,"Software Engineering",39,473
2011,Jewish,M,"Software Engineering",249,2360
2011,Jewish,N/A,"Software Engineering",2,32
2011,Muslim,F,"Software Engineering",39,240
2011,Muslim,M,"Software Engineering",157,1063
2011,Muslim,N/A,"Software Engineering",2,33
2011,WestEuropean,F,"Software Engineering",130,985
2011,WestEuropean,M,"Software Engineering",662,4595
2011,WestEuropean,N/A,"Software Engineering",18,97
2012,Africans,F,"Software Engineering",27,124
2012,Africans,M,"Software Engineering",73,487
2012,Africans,N/A,"Software Engineering",12,46
2012,British,F,"Software Engineering",107,698
2012,British,M,"Software Engineering",460,3421
2012,British,N/A,"Software Engineering",6,95
2012,EastEuropean,F,"Software Engineering",33,246
2012,EastEuropean,M,"Software Engineering",147,1169
2012,EastEuropean,N/A,"Software Engineering",2,7
2012,GreaterEastAsian,F,"Software Engineering",143,2212
2012,GreaterEastAsian,M,"Software Engineering",358,4502
2012,GreaterEastAsian,N/A,"Software Engineering",54,1338
2012,IndianSubContinent,F,"Software Engineering",41,411
2012,IndianSubContinent,M,"Software Engineering",142,2094
2012,IndianSubContinent,N/A,"Software Engineering",10,203
2012,Jewish,F,"Software Engineering",49,441
2012,Jewish,M,"Software Engineering",285,2202
2012,Jewish,N/A,"Software Engineering",6,37
2012,Muslim,F,"Software Engineering",45,259
2012,Muslim,M,"Software Engineering",160,1056
2012,Muslim,N/A,"Software Engineering",5,43
2012,WestEuropean,F,"Software Engineering",198,1015
2012,WestEuropean,M,"Software Engineering",912,4649
2012,WestEuropean,N/A,"Software Engineering",23,102
2013,Africans,F,"Software Engineering",22,130
2013,Africans,M,"Software Engineering",55,534
2013,Africans,N/A,"Software Engineering",12,39
2013,British,F,"Software Engineering",140,873
2013,British,M,"Software Engineering",516,4224
2013,British,N/A,"Software Engineering",11,97
2013,EastEuropean,F,"Software Engineering",35,320
2013,EastEuropean,M,"Software Engineering",150,1455
2013,EastEuropean,N/A,"Software Engineering",3,15
2013,GreaterEastAsian,F,"Software Engineering",152,2929
2013,GreaterEastAsian,M,"Software Engineering",380,5718
2013,GreaterEastAsian,N/A,"Software Engineering",46,1707
2013,IndianSubContinent,F,"Software Engineering",83,563
2013,IndianSubContinent,M,"Software Engineering",217,2509
2013,IndianSubContinent,N/A,"Software Engineering",27,231
2013,Jewish,F,"Software Engineering",57,541
2013,Jewish,M,"Software Engineering",275,2787
2013,Jewish,N/A,"Software Engineering",2,36
2013,Muslim,F,"Software Engineering",54,334
2013,Muslim,M,"Software Engineering",175,1351
2013,Muslim,N/A,"Software Engineering",10,74
2013,WestEuropean,F,"Software Engineering",172,1226
2013,WestEuropean,M,"Software Engineering",819,5626
2013,WestEuropean,N/A,"Software Engineering",17,104
2014,Africans,F,"Software Engineering",18,128
2014,Africans,M,"Software Engineering",63,538
2014,Africans,N/A,"Software Engineering",9,48
2014,British,F,"Software Engineering",98,854
2014,British,M,"Software Engineering",417,3863
2014,British,N/A,"Software Engineering",8,100
2014,EastEuropean,F,"Software Engineering",37,308
2014,EastEuropean,M,"Software Engineering",162,1312
2014,EastEuropean,N/A,"Software Engineering",4,12
2014,GreaterEastAsian,F,"Software Engineering",177,2837
2014,GreaterEastAsian,M,"Software Engineering",418,5533
2014,GreaterEastAsian,N/A,"Software Engineering",74,1650
2014,IndianSubContinent,F,"Software Engineering",90,510
2014,IndianSubContinent,M,"Software Engineering",245,2508
2014,IndianSubContinent,N/A,"Software Engineering",25,228
2014,Jewish,F,"Software Engineering",45,513
2014,Jewish,M,"Software Engineering",246,2468
2014,Jewish,N/A,"Software Engineering",2,27
2014,Muslim,F,"Software Engineering",51,335
